Place Name	addr1	addr_sup	city	zip	lat	long	Site Type
Cross Creek Early College	1200 Murchison Road		Fayetteville	28301	35.0756898	-78.8925902	High School
Grays Creek High	5301 Celebration Drive		Hope Mills	28348	34.9215266	-78.9046424	High School
E E Smith High	1800 Seabrook Road		Fayetteville	28301	35.0847821	-78.89575839999999	High School
Alger B. Wilkins High School	1429 Skibo Road		Fayetteville	28303	35.082547	-78.951898	High School
Massey Hill Classical High	1062 Southern Avenue		Fayetteville	28306	35.0311393	-78.8949183	High School
Pine Forest High	525 Andrews Road		Fayetteville	28311	35.1545967	-78.8869153	High School
Reid Ross Classical High	3200 Ramsey Street		Fayetteville	28301	35.1016501	-78.8759571	High School
Seventy-First High	6764 Raeford Road		Fayetteville	28304	35.039371	-79.0054624	High School
South View High	4184 Elk Road		Hope Mills	28348	34.9787173	-78.92802859999999	High School
Terry Sanford High	2301 Fort Bragg Road		Fayetteville	28303	35.0649076	-78.9151218	High School
Ramsey Street High	117 Quincy St		Fayetteville	28301	35.0787837	-78.8830937	High School
Westover High	277 Bonanza Drive		Fayetteville	28303	35.0832861	-78.99084789999999	High School
Cumberland Polytechnic	2201 Hull Rd		Fayetteville	28303	35.0666422	-78.9258784	High School
Currituck County High	4203 Caratoke Hwy		Barco	27917	36.372479	-75.9679957	High School
The JP Knapp ECH (i)School	2966 Caratoke Hwy		Currituck	27929	36.4448126	-76.0152197	High School
Dare Learning Academy	132 Russell Twiford Road		Manteo	27954	35.8918068	-75.6599212	High School
Manteo High School	829 Wingina Avenue		Manteo	27954	35.9142416	-75.6751329	High School
First Flight High School	100 Veterans Drive		Kill Devil Hills	27948	36.0092209	-75.66636799999999	High School
Stoner-Thomas School	215 County School Road		Lexington	27292	35.8188868	-80.1997973	High School
Davidson County High School	2061 E Holly Grove Road		Lexington	27292	35.8169724	-80.1889632	High School
Davidson Early College	297 DCCC Road		Lexington	27295	35.866896	-80.18047	High School
East Davidson High	1408 Lake Road		Thomasville	27360	35.850511	-80.10220799999999	High School
Ledford Senior High	140 Jesse Green Road		Thomasville	27360	35.96214	-80.133561	High School
Oak Grove High	3507 Midway School Rd		Winston-Salem	27107	35.9435812	-80.1630924	High School
West Davidson High	200 Dragon Drive		Lexington	27295	35.8045448	-80.3658593	High School
Yadkin Valley Regional Career Academy	2065 E. Holly Grove Road		Lexington	27292	35.8169974	-80.18885999999999	High School
Lexington Senior High School	26 Penry Street		Lexington	27292	35.8327345	-80.2499278	High School
South Lexington Developmental Center	1006 Cotton Grove Road		Lexington	27292	35.79671039999999	-80.26231000000001	High School
Thomasville High	410 Unity Street		Thomasville	27360	35.900516	-80.075723	High School
Eastern NC School for the Deaf	1131 Hwy 301 South		Wilson	27893	35.7220896	-77.8918877	High School
Gov. Morehead School f/t Blind	303 Ashe Avenue		Raleigh	27606	35.7804094	-78.6603852	High School
NC School for the Deaf	517 W Fleming Dr		Morganton	28655	35.729191	-81.68787209999999	High School
Central Davie Academy	160 Martin Luther King Jr. Road		Mocksville	27028	35.9069756	-80.55257929999999	High School
Davie County High	180 War Eagle Drive		Mocksville	27028	35.9712509	-80.53547069999999	High School
Davie County Early College High	1211 Salisbury Road		Mocksville	27028	35.8709119	-80.5536407	High School
Duplin Early College High	212 James Sprunt Dr		Kenansville	28349	34.9454986	-77.9762782	High School
North Duplin Jr Sr High	1388 West NC 403 Highway		Mt. Olive	28365	35.133196	-78.0851689	High School
Wallace-Rose Hill High	602 High School Road		Teachey	28464	34.7719939	-77.9990153	High School
J D Clement Early College HS	1801 Fayetteville Street	NCCU-Robinson Science Building	Durham	27707	35.9747369	-78.8981013	High School
C E Jordan High	6806 Garrett Road		Durham	27707	35.92324660000001	-78.9620817	High School
The School for Creative Studies	5001 Red Mill Rd		Durham	27704	36.0721	-78.82229099999999	High School
City of Medicine Academy	301 Crutchfield Road		Durham	27704	36.03825	-78.9023459	High School
Durham's Performance Learning Center	401 North Driver Street		Durham	27703	35.9897317	-78.87917379999999	High School
Durham School of the Arts	401 North Duke Street		Durham	27701	36.002815	-78.907228	High School
Hillside High	3727 Fayetteville St		Durham	27707	35.9545446	-78.9064554	High School
Lakeview School	3507 Dearborn Drive		Durham	27704	36.0370644	-78.87835880000002	High School
Middle College HS @ DTCC	1637 Lawson Street		Durham	27703	35.975381	-78.88068799999999	High School
Northern High	117 Tom Wilkinson Road		Durham	27712	36.0933682	-78.9125579	High School
Riverside High	3218 Rose of Sharon Road		Durham	27712	36.065495	-78.943225	High School
Southern School of Energy and Sustainabi	800 Clayton Road		Durham	27703	36.0000791	-78.829234	High School
Hillside New Tech High	3727 Fayetteville St		Durham	27707	35.9545446	-78.9064554	High School
Voyager Academy	4302 Ben Franklin Blvd		Durham	27704	36.0469596	-78.8936107	High School
Edgecombe Early College High	2009 West Wilson St		Tarboro	27886	35.879087	-77.572197	High School
SouthWest Edgecombe High	5912 NC 43 North		Pinetops	27864	35.8366548	-77.657896	High School
Tarboro High	1400 Howard Avenue		Tarboro	27886	35.9020577	-77.559107	High School
North East Carolina Prep	274 Husky Trail		Tarboro	27886	35.8918605	-77.5805893	High School
Atkins Academic & Tech High	3605 Old Greensboro Road		Winston-Salem	27101	36.1105579	-80.195844	High School
Carver High	3545 Carver School Road		Winston Salem	27105	36.1342371	-80.2071071	High School
Career Center	910 Highland Court		Winston Salem	27101	36.1066571	-80.2345047	High School
Carter High School	851 Highland Court		Winston Salem	27101	36.107214	-80.234748	High School
East Forsyth High	2500 W Mountain Street		Kernersville	27284	36.1168362	-80.1506945	High School
Robert B Glenn High School	1600 Union Cross Road		Kernersville	27284	36.06778	-80.11380199999999	High School
Main Street Academy	2700 S Main Street		Winston-Salem	27127	36.0625097	-80.2392761	High School
Homebound/ Hospital Education	2020 E. 12th Street		Winston-Salem	27101	36.1091249	-80.22041089999999	High School
Kingswood School	1001 Reynolda Road		Winston-Salem	27104	36.1104211	-80.26395769999999	High School
Middle College of Forsyth Cnty	2100 Silas Creek Parkway		Winston-Salem	27103	36.0694251	-80.2727328	High School
Mount Tabor High School	342 Petree Road		Winston Salem	27106	36.126799	-80.314093	High School
North Forsyth High	5705 Shattalon Drive		Winston Salem	27105	36.174504	-80.2813366	High School
Parkland High	1600 Brewer Road		Winston Salem	27127	36.057116	-80.2573	High School
J F Kennedy High	890 E 11th Street		Winston Salem	27101	36.1073103	-80.2350247	High School
Ronald W Reagan High School	3750 Transou Road		Pfafftown	27040	36.169053	-80.364424	High School
R J Reynolds High	301 N Hawthorne Road		Winston Salem	27104	36.1018521	-80.26544799999999	High School
Walkertown High	5240 Sullivantown Road		Walkertown	27051	36.1764287	-80.14757569999999	High School
Winston-Salem Preparatory Acad	1215 North Cameron Avenue		Winston-Salem	27101	36.11106	-80.221514	High School
Quality Education Academy	5012 Lansing Dr	D	Winston-Salem	27105	36.1503419	-80.2056226	High School
Carter G Woodson School	437 Goldfloss Street		Winston-Salem	27127	36.0675488	-80.2304324	High School
NC Leadership Charter Academy	4353 High Point Rd		Kernersville	27284	36.046257	-80.1112753	High School
Bunn High	29 Bunn Elem School Road		Bunn	27508	35.95393809999999	-78.2499969	High School
Franklinton High	910 Cedar Creek Road		Franklinton	27525	36.0708066	-78.4355741	High School
Louisburg High	201 Allen Lane		Louisburg	27549	36.110143	-78.29959199999999	High School
Ashbrook High	2222 S New Hope Road		Gastonia	28054	35.249218	-81.127487	High School
Bessemer City High	119 Yellow Jacket Lane		Bessemer City	28016	35.2979309	-81.2807176	High School
Gaston Early College High School	201 Hwy 321 South	Lena Sue Beam Bldg	Dallas	28034	35.3098704	-81.1910328	High School
Cherryville High	313 Ridge Avenue		Cherryville	28021	35.3900913	-81.3807788	High School
Warlick Academy	1316 Spencer Mountain Road		Gastonia	28054	35.2822938	-81.133526	High School
Stuart W Cramer High	101 Lakewood Rd		Belmont	28012	35.246313	-81.063547	High School
East Gaston High	1744 Lane Road		Mount Holly	28120	35.3152538	-81.0758669	High School
Webb Street School	1623 N Webb Street		Gastonia	28052	35.2641836	-81.2117335	High School
Forestview High	5545 Union Road		Gastonia	28056	35.1844584	-81.13327590000002	High School
Highland Sch of Technology	1600 N Morris Street		Gastonia	28052	35.280457	-81.190608	High School
Hunter Huss High	1518 Edgefield Avenue		Gastonia	28052	35.2406312	-81.2058749	High School
North Gaston High	1133 Ratchford Road		Dallas	28034	35.334336	-81.17749909999999	High School
South Point High	906 South Point Road		Belmont	28012	35.2225744	-81.0391507	High School
Piedmont Community Charter School	119 E. 2nd Avenue		Gastonia	28052	35.2602083	-81.1806115	High School
Mountain Island Charter School	13440 Lucia-Riverbend Highway		Mt. Holly	28120	35.3589899	-80.9893728	High School
Gates County Senior High	088 Hwy 158 West		Gatesville	27938	36.445903	-76.706152	High School
Robbinsville High	301 Sweetwater Road		Robbinsville	28771	35.32534589999999	-83.7983581	High School
Phoenix Academy	204 Taylor St		Oxford	27565	36.3176444	-78.5860056	High School
Granville Academy	2642 Philo White Rd		Franklinton	27525	36.153211	-78.572294	High School
Granville Central High	2043 Sanders Rd		Stem	27581	36.2033329	-78.6780082	High School
Granville Early College High	1552 South Campus Dr		Creedmoor	27522	36.1413341	-78.7211228	High School
J. F. Webb High	3200 Webb School Rd		Oxford	27565	36.3374749	-78.5980053	High School
South Granville High	701 N Crescent Dr		Creedmoor	27522	36.123924	-78.675151	High School
JF Webb HS Of Health And Life Sciences	3200 Webb School Rd		Oxford	27565	36.3374749	-78.5980053	High School
Falls Lake Academy	1701 East Lyon Station Road		Creedmoor	27522	36.111908	-78.7346385	High School
Oxford Preparatory	6041 Landis Rd		Oxford	27565	36.3366436	-78.5565582	High School
Greene Central High	140 School Drive		Snow Hill	28580	35.479783	-77.6703486	High School
T Wingate Andrews High	1920 McGuinn Drive		High Point	27265	35.9849499	-79.9897812	High School
Middle College High at Bennett	610 Gorrell Street		Greensboro	27406	36.0664218	-79.7806052	High School
James B Dudley High	1200 Lincoln Street		Greensboro	27401	36.06138	-79.76230199999999	High School
Eastern Guilford High	415 Peeden Drive		Gibsonville	27249	36.0946279	-79.61557599999999	High School
GC Middle College High	815 West Market Street		Greensboro	27401	36.071019	-79.800028	High School
Penn-Griffin Schools	825 Washington Street		High Point	27260	35.9640308	-79.9966305	High School
Grimsley High	801 N Josephine Boyd St.		Greensboro	27408	36.0826426	-79.8142744	High School
Early College at Guilford	5608 West Friendly Avenue		Greensboro	27410	36.0896594	-79.88589929999999	High School
Doris Henderson Newcomers Sch	411 Friendway Road		Greensboro	27410	36.0819119	-79.9042984	High School
Middle College at GTCC-Greensboro	3505 East Wendover Avenue		Greensboro	27405	36.0888097	-79.7273151	High School
GTCC Middle College High	601 East Main Street		Jamestown	27282	35.9977122	-79.9149975	High School
High Point Central High	801 Ferndale Boulevard		High Point	27262	35.9569038	-80.0211513	High School
Kearns Academy	1710 McGuinn Dr.		High Point	27265	35.9820103	-79.9910572	High School
Middle College at GTCC-High Point	901 South Main Street		High Point	27260	35.946389	-80.0027028	High School
C Joyner Greene Education Center	604 East Main Street		Jamestown	27282	35.9959061	-79.9164685	High School
Haynes Inman Education Center	200 Haynes Road		Jamestown	27282	35.9841057	-79.9138578	High School
Middle College at NC A&T	1601 East Market Street		Greensboro	27411	36.0723647	-79.77212759999999	High School
Northeast Guilford High	6700 McLeansville Road		McLeansville	27301	36.1586072	-79.6734524	High School
Northern Guilford High	7101 Spencer Dixon Road		Greensboro	27455	36.208122	-79.8056999	High School
Northwest Guilford High	5240 Northwest School Road		Greensboro	27409	36.155372	-79.9533469	High School
Page High	201 Alma Pinnix Drive		Greensboro	27405	36.1090855	-79.7851866	High School
Lucy Ragsdale High	1000 Lucy Ragsdale Drive		Jamestown	27282	35.9943517	-79.9164009	High School
SCALE School	116 Pisgah Church Road		Greensboro	27455	36.133606	-79.79198009999999	High School
Pruette SCALE Academy	900 English Road		High Point	27262	35.9545507	-80.0157553	High School
Ben L. Smith High School	2407 South Holden Road		Greensboro	27407	36.034726	-79.847112	High School
Academy at Smith	2225 South Holden Road		Greensboro	27407	36.0379155	-79.8494506	High School
Southeast Guilford High	4530 Southeast School Road		Greensboro	27406	35.97351	-79.6963339	High School
Southern Guilford High	5700 Drake Road		Greensboro	27406	35.9489558	-79.8556645	High School
Southwest Guilford High	4364 Barrow Road		High Point	27265	36.0468091	-79.9888631	High School
STEM Early College @ NC A&T SU	402 Laurel Street		Greensboro	27411	36.07862739999999	-79.772595	High School
UNCG Early/Middle College	1408 Walker Avenue		Greensboro	27412	36.0690017	-79.8133027	High School
Philip J Weaver Ed Center	300 South Spring Street		Greensboro	27401	36.0705472	-79.7978593	High School
Western Guilford High	409 Friendway Road		Greensboro	27410	36.0822034	-79.9078675	High School
Triad Math and Science Academy	700 Creek Ridge Rd		Greensboro	27406	36.0305547	-79.80922960000001	High School
Cornerstone Charter Academy-CFA	7800 Airport Center Drive		Greensboro	27409	36.1115877	-79.9609225	High School
College Prep and Leadership Academy	4201 Furniture Avenue		Jamestown	27282	35.968148	-79.92266599999999	High School
Piedmont Classical High School	4100 Yanceyville St		Browns Summit	27214	36.1404549	-79.77614969999999	High School
Roanoke Rapids High School	800 Hamilton Street		Roanoke Rapids	27870	36.4588878	-77.6538362	High School
Roanoke Rapids Early College High	844 Hamilton St		Roanoke Rapids	27870	36.458136	-77.6541622	High School
Roanoke Valley Early College	100 College Dr	600 Building	Weldon	27890	36.4281834	-77.61764769999999	High School
Weldon STEM High School Career Academies	415 County Road		Weldon	27890	36.4131869	-77.6108078	High School
Harnett Early College (HCEC)	660 E Johnson St		Dunn	28334	35.3111029	-78.60109779999999	High School
STAR Academy	900 11th Street		Lillington	27546	35.398848	-78.822552	High School
Harnett Central High	2911 Harnett Central Rd		Angier	27501	35.4633853	-78.7796742	High School
Overhills High	2495 Ray Road		Spring Lake	28390	35.2454417	-78.9696329	High School
Triton High	215 Maynard Lake Road		Erwin	28339	35.3382634	-78.66522599999999	High School
Western Harnett High	10637 NC Hwy 27 West		Lillington	27546	35.3362054	-78.980964	High School
Central Haywood High	3215 Broad Street		Clyde	28721	35.534506	-82.91276649999999	High School
Haywood Early College	185 Freedlander Drive		Clyde	28721	35.5259088	-82.92788639999999	High School
Pisgah High	1 Black Bear Drive		Canton	28716	35.5217392	-82.8414076	High School
Tuscola High	564 Tuscola School Rd		Waynesville	28786	35.522771	-82.952652	High School
East Henderson High	150 Eagle Pride Drive		East Flat Rock	28726	35.2976487	-82.42374199999999	High School
Hendersonville High	1 Bearcat Boulevard		Hendersonville	28791	35.3214055	-82.46421939999999	High School
North Henderson High	35 Fruitland Road		Hendersonville	28792	35.3603525	-82.4227954	High School
Henderson County Career Academy	300 East Campus Way		Flat Rock	28731	35.3065189	-82.419705	High School
West Henderson High	3600 Haywood Road		Hendersonville	28791	35.3650465	-82.51515859999999	High School
Henderson County Early College	300 East Campus Way		Flat Rock	28731	35.3065189	-82.419705	High School
Hertford County High	1500 W First St		Ahoskie	27910	36.2962907	-76.997607	High School
Hertford Co Early College	109 Community College Rd		Ahoskie	27910	36.325417	-77.022818	High School
CS Brown High	102 CSB Dr		Winton	27986	36.387049	-76.9379237	High School
Hoke County High	505 S Bethel Road		Raeford	28376	34.9733043	-79.2336953	High School
J W Turlington School	116 W Prospect Ave		Raeford	28376	34.98480139999999	-79.2259864	High School
SandHoke Early College High	1110 East Central Avenue		Raeford	28376	34.9773629	-79.205574	High School
Ocracoke School	120 Schoolhouse Rd		Ocracoke	27960	35.1120452	-75.9785378	High School
Agriculture and Science Early College	158 Raider Rd		Olin	28660	35.9278219	-80.8676113	High School
Career Academy and Technical School	350 Old Murdock Rd		Troutman	28166	35.714622	-80.88728499999999	High School
Collaborative College for Technology	500 West Broad Street		Statesville	28677	35.7830255	-80.893367	High School
Lake Norman High	186 Doolie Road		Mooresville	28117	35.5964827	-80.9027119	High School
North Iredell High	156 Raider Road		Olin	28660	35.9298162	-80.86842759999999	High School
Pressly School	222 Knox St		Statesville	28677	35.794409	-80.86370199999999	High School
Statesville High	474 N Center St		Statesville	28677	35.7935193	-80.8918139	High School
Crossroads Arts Sciences Early College	476 N Center St		Statesville	28677	35.7923821	-80.893496	High School
South Iredell High	299 Old Mountain Rd		Statesville	28677	35.7685462	-80.9908413	High School
West Iredell High	213 Warrior Dr		Statesville	28677	35.7938703	-80.9915287	High School
NF Woods Campus	574 W McLelland Ave		Mooresville	28115	35.5862405	-80.8232731	High School
Mooresville High School	659 E Center Ave		Mooresville	28115	35.5779181	-80.8019147	High School
Pine Lake Preparatory	104 Yellow Wood Circle		Mooresville	28115	35.535746	-80.844047	High School
Blue Ridge Early College	95 Bobcat Dr		Cashiers	28717	35.1284311	-83.12020559999999	High School
Jackson Co Early College	404 College Drive		Sylva	28779	35.3483207	-83.2050376	High School
Jackson Co Sch of Alternatives	3770 Skyland Drive		Sylva	28779	35.4038085	-83.1636688	High School
Smoky Mountain High School	100 Smoky Mountain Drive		Sylva	28779	35.3535224	-83.199302	High School
Clayton High	600 S Fayetteville St		Clayton	27520	35.649933	-78.4653372	High School
Cleveland High	1892 Polenta Rd		Clayton	27520	35.5536479	-78.4995228	High School
Corinth Holders High	6875 Applewhite Rd		Wendell	27591	35.724761	-78.33780999999999	High School
Johnston Co Early College Academy	245 College Rd		Smithfield	27577	35.5019508	-78.33097049999999	High School
North Johnston High	5915 US Hwy 301 N		Kenly	27542	35.571001	-78.184139	High School
Princeton High	101 Dr Donnie H Jones Jr Blvd		Princeton	27569	35.467091	-78.15838	High School
Smithfield-Selma High	700 Booker Dairy Rd		Smithfield	27577	35.5297932	-78.32403409999999	High School
South Johnston High	10381 US Hwy 301 S		Four Oaks	27524	35.4158295	-78.4955689	High School
West Johnston High	5935 Raleigh Road		Benson	27504	35.5237203	-78.53818489999999	High School
Neuse Charter School	909 Booker Dairy Rd		Smithfield	27577	35.53387050000001	-78.3212911	High School
Jones Senior High	1490 Hwy 58 South		Trenton	28585	35.0332811	-77.3340229	High School
Bragg Street Academy	504 Bragg Street		Sanford	27330	35.480063	-79.160111	High School
Floyd L Knight Children Center	607 W McIntosh St		Sanford	27330	35.463216	-79.166698	High School
Lee Early College	1105 Kelly Drive		Sanford	27330	35.471033	-79.1452451	High School
Lee County High	1708 Nash Street		Sanford	27330	35.4663929	-79.148382	High School
Southern Lee High School	2301 Tramway Road		Sanford	27332	35.435039	-79.18558449999999	High School
Kinston High	2601 N Queen St		Kinston	28501	35.2956029	-77.575268	High School
Lenoir County Early College High	231 Hwy 58 South		Kinston	28502	35.257879	-77.5817287	High School
Lenoir County Learning Academy	2529 Cedar Dell Lane	Haigler-Overcash Education Center	Kinston	28504	35.254586	-77.69364399999999	High School
North Lenoir High	2400 Institute Road		La Grange	28551	35.341328	-77.678258	High School
South Lenoir High	3355 Old Hwy 11 South		Deep Run	28525	35.146012	-77.704149	High School
Asbury Academy	221 Salem Church Road		Lincolnton	28092	35.4778139	-81.2079886	High School
Lincolnton High	803 N Aspen St		Lincolnton	28092	35.47962	-81.260353	High School
North Lincoln High	2737 Lee Lawing Road		Lincolnton	28092	35.5334686	-81.1197799	High School
West Lincoln High	172 Shoal Rd		Lincolnton	28092	35.485337	-81.389974	High School
Lincoln Charter School	7834 Galway Lane		Denver	28037	35.4866232	-80.99772589999999	High School
Franklin High	100 Panther Drive		Franklin	28734	35.1764261	-83.3821942	High School
Highlands School	545 Pierson Dr		Highlands	28741	35.0470281	-83.1966326	High School
Nantahala School	213 Windingstairs Rd		Topton	28781	35.2535879	-83.6345508	High School
Union Academy	158 Union School Rd		Franklin	28734	35.116606	-83.399607	High School
Madison Early College High	5734 US 25/70 Hwy		Marshall	28753	35.815043	-82.675485	High School
Riverside High	1260 Godwin Ave		Williamston	27892	35.8387841	-77.0677912	High School
Bear Grass Charter School	6344 E Bear Grass Rd		Williamston	27982	35.7687367	-77.12652419999999	High School
McDowell Academy for Innovation	172 Lukin St		Marion	28752	35.6591132	-82.0277292	High School
McDowell Early College	54 College Drive		Marion	28752	35.6555866	-81.96204759999999	High School
McDowell High School	600 McDowell High School Dr		Marion	28752	35.6967833	-82.0361162	High School
Ardrey Kell High	10220 Ardrey Kell Rd		Charlotte	28277	35.0299517	-80.8272254	High School
William Amos Hough High	12420 Bailey Rd		Cornelius	28031	35.467813	-80.8286096	High School
Cochrane Collegiate Academy	6200 Starhaven Dr		Charlotte	28215	35.2461762	-80.7503253	High School
Butler High	1810 Matthews-Mint Hill Rd		Matthews	28105	35.120552	-80.691217	High School
East Mecklenburg High	6800 Monroe Rd		Charlotte	28212	35.1752502	-80.7579975	High School
Hawthorne Academy of Health Sciences	1411 Hawthorne Ln		Charlotte	28205	35.22867240000001	-80.8146806	High School
Garinger High	1100 Eastway Dr		Charlotte	28205	35.2409597	-80.7819839	High School
Harper Middle College High	315 W Hebron St		Charlotte	28273	35.129643	-80.895612	High School
Harding University High	2001 Alleghany St		Charlotte	28208	35.2360718	-80.903264	High School
Hopewell High	11530 Beatties Ford Rd		Huntersville	28078	35.3792074	-80.9110403	High School
Independence High	1967 Patriot Dr		Charlotte	28227	35.1972437	-80.6874383	High School
Turning Point Academy	8701 Moores Chapel Rd		Charlotte	28214	35.2739059	-80.95057299999999	High School
Levine Middle College High	2728 Campus Ridge Rd		Matthews	28105	35.1053146	-80.69215539999999	High School
Mallard Creek High	3825 Johnston Oehler Rd		Charlotte	28269	35.3641729	-80.76892310000001	High School
Metro School	405 S. Davidson St		Charlotte	28202	35.2193713	-80.8423631	High School
Rocky River High	10505 Clear Creek Commerce Dr		Mint Hill	28227	35.214061	-80.6406798	High School
Lincoln Heights Academy	1900 Newcastle St		Charlotte	28216	35.2590236	-80.84220340000002	High School
Myers Park High	2400 Colony Rd		Charlotte	28209	35.17166	-80.833111	High School
North Mecklenburg High	11201 Old Statesville Rd		Huntersville	28078	35.372836	-80.83362500000001	High School
Northwest School of the Arts	1415 Beatties Ford Rd		Charlotte	28216	35.256825	-80.85630499999999	High School
Olympic High	4301 Sandy Porter Rd		Charlotte	28273	35.157963	-80.95237600000002	High School
Phillip O Berry Academy of Technology	1430 Alleghany St		Charlotte	28208	35.2392789	-80.89164889999999	High School
Performance Learning Center	2300 W Sugar Creek Road		Charlotte	28262	35.2950261	-80.7966819	High School
Providence High	1800 Pineville-Matthews Rd		Charlotte	28270	35.11055899999999	-80.762742	High School
South Mecklenburg High	8900 Park Rd		Charlotte	28210	35.1101144	-80.86089849999999	High School
Charlotte Engineering Early College-UNCC	9000 Robert Snyder Rd		Charlotte	28262	35.3089121	-80.7440543	High School
West Charlotte High	2219 Senior Dr		Charlotte	28216	35.2660082	-80.8597686	High School
West Mecklenburg High	7400 Tuckaseegee Rd		Charlotte	28214	35.2473959	-80.9520921	High School
Vance High	7600 IBM Dr		Charlotte	28262	35.3001651	-80.7689268	High School
Merancas Middle College High	11930 Verhoeff Dr		Huntersville	28078	35.3928129	-80.8405499	High School
Sugar Creek Charter	4101 N Tryon Street		Charlotte	28206	35.257276	-80.797505	High School
Lake Norman Charter	12435 Old Statesville Road		Huntersville	28078	35.4250093	-80.842956	High School
Queen's Grant Community School	6400 Matthews Mint Hill Road		Mint Hill	28227	35.1655762	-80.6639448	High School
Charlotte Secondary	8601 McAlpine Park Dr		Charlotte	28211	35.1519449	-80.7488965	High School
Bradford Preparatory School	2502 Salome Church Rd		Charlotte	28262	35.3456415	-80.7213251	High School
Commonwealth High	5112 Central Ave		Charlotte	28205	35.2095612	-80.7584212	High School
Charlotte Learning Academy	800 Briar Creek Rd.	DD400	Charlotte	28205	35.2057434	-80.7988538	High School
Mayland Early College	264 Mayland Dr		Spruce Pine	28777	35.9326643	-82.0163843	High School
Mitchell High	416 Ledger School Rd		Bakersville	28705	35.970355	-82.117424	High School
Stewart Creek High	2701 Freedom Dr	F	Charlotte	28208	35.2364565	-80.88545479999999	High School
East Montgomery High	157 Eagle Lane		Biscoe	27209	35.3393946	-79.7781321	High School
West Montgomery High	147 Warrior Drive		Mount Gilead	27306	35.2966485	-79.9601527	High School
The Community Learning Center @ Pinckney	160 Pinckney Road		Carthage	28327	35.340469	-79.426796	High School
North Moore High	1504 North Moore Rd		Robbins	27325	35.467586	-79.553745	High School
Pinecrest High	250 Voit Gilmore Lane		Southern Pines	28387	35.184817	-79.4348009	High School
Union Pines High	1981 Union Church Rd		Cameron	28326	35.317963	-79.34712600000002	High School
Tar River Academy	224 S. Pearl Street		Rocky Mount	27804	35.9416026	-77.8012553	High School
Nash Central High	4279 Nash Central High Road		Rocky Mount	27804	35.9553937	-77.8959201	High School
NRM Early College High School	530 North Old Carriage Road		Rocky Mount	27804	35.985324	-77.9019947	High School
Northern Nash High	4230 Green Hills Road		Rocky Mount	27804	35.998602	-77.892535	High School
Rocky Mount High	1400 Bethlehem Road		Rocky Mount	27803	35.939355	-77.8357419	High School
Southern Nash High	6446 Southern Nash High Road		Bailey	27807	35.8494038	-78.0896618	High School
Rocky Mount Preparatory	3334 Bishop Road		Rocky Mount	27804	36.0160718	-77.7794804	High School
Emsley A Laney High	2700 N College Rd		Wilmington	28405	34.297823	-77.87196899999999	High School
Isaac M Bear Early College High School	630 MacMillan Avenue		Wilmington	28403	34.2204535	-77.8811648	High School
John T Hoggard High	4305 Shipyard Blvd		Wilmington	28403	34.1998549	-77.8921411	High School
New Hanover High	1307 Market St		Wilmington	28401	34.2373594	-77.93232259999999	High School
J. C. Roe Center	2875 Worth Drive		Wilmington	28412	34.1848115	-77.9419952	High School
Career Readiness Academy at Mosley PLC	3702 Princess Place Drive		Wilmington	28405	34.243048	-77.900543	High School
Wilmington Early College High	4500 Blue Clay Rd	WECHS Bldg.ND122	Castle Hayne	28429	34.3233715	-77.878102	High School
Northampton County High School	152 Hurricane Drive		Gaston	27832	36.5108559	-77.652447	High School
Northampton Early College	100 College Dr.		Weldon	27890	36.4281834	-77.61764769999999	High School
KIPP Gaston College Preparatory	320 Pleasant Hill Road		Gaston	27832	36.504154	-77.640179	High School
Dixon High	160 Dixon School Rd		Holly Ridge	28445	34.5846325	-77.47999469999999	High School
Jacksonville High	1021 Henderson Dr		Jacksonville	28540	34.78365	-77.42641170000002	High School
Northside High	365 Commons Drive South		Jacksonville	28546	34.7915317	-77.3887867	High School
Richlands High	8100 Richlands Hwy		Richlands	28574	34.8917066	-77.5440289	High School
Southwest High	1420 Burgaw Hwy		Jacksonville	28540	34.7501974	-77.4826176	High School
Swansboro High	161 Queens Creek Rd		Swansboro	28584	34.6997616	-77.1542979	High School
White Oak High	1001 Piney Green Rd		Jacksonville	28546	34.7691738	-77.3487854	High School
Lejeune High	835 Stone St		Camp Lejeune	28547	34.7145442	-77.3588269	High School
Cedar Ridge High	1125 New Grady Brown Sch Rd		Hillsborough	27278	36.0535062	-79.1264455	High School
Orange High	500 Orange High Rd		Hillsborough	27278	36.0922909	-79.0930352	High School
Partnership Academy	1006 East Storey Lane		Hillsborough	27278	36.0279096	-79.0781872	High School
Carrboro High	201 Rock Haven Rd		Carrboro	27510	35.8917753	-79.085512	High School
Chapel Hill High	1709 High School Rd		Chapel Hill	27516	35.945848	-79.0799519	High School
East Chapel Hill High	500 Weaver Dairy Rd		Chapel Hill	27514	35.9605513	-79.0286605	High School
UNC Hospital School	101 Manning Dr		Chapel Hill	27514	35.9038924	-79.051373	High School
Phoenix Academy High	750 S Merritt Mill Rd		Chapel Hill	27516	35.903113	-79.0678416	High School
Eno River Academy	1212 NC Highway 57 North		Hillsborough	27278	36.1052855	-79.09967859999999	High School
Pamlico County High	601 Main Street		Bayboro	28515	35.1415602	-76.778686	High School
Arapahoe Charter School	9005 NC Hwy 306 S		Arapahoe	28510	35.01302	-76.8215494	High School
H L Trigg Community	1004 Parkview Drive		Elizabeth City	27909	36.2861314	-76.21219669999999	High School
